2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
73.0,73.1,73.1,73.0,73.2,73.7,74.3,74.4,74.2,74.4,74.5,74.6,76.0,76.0,76.1,76.4,76.9,77.6,78.3,78.2,77.6,77.6,77.4,77.5,78.6,78.6,78.6,78.6,78.5,78.3,78.5,78.4,77.9,77.7,77.6,77.6,78.0,78.2,78.1,78.3,78.3,78.3,78.3,78.2,77.9,78.0,78.2,78.4,79.6,79.7,79.8,79.9,80.3,80.5,80.7,80.7,80.1,80.5,80.4,80.3,80.8,80.8,80.8,81.0,81.0,81.5,81.8,81.8,81.7,82.4,82.1,81.9,82.8,82.8,82.7,82.9,83.3,83.4,83.7,83.9,83.5,83.1,82.9,83.1,83.9,84.1,84.4,85.0,85.3,85.6,85.9,86.1,85.9,86.4,87.2,87.6,90.5,90.6,90.4,90.8,91.1,91.3,91.7,91.5,91.3,91.4,90.8,90.5,91.8,91.8,92.0,91.9,92.0,92.0,91.6,91.5,91.0,90.9,90.9,91.0,92.0,92.1,92.3,92.7,92.9,92.8,93.1,92.9,92.7,92.4,92.6,93.1,93.8,93.9,94.0,94.2,94.7,94.7,94.9,94.8,94.7,94.9,95.3,95.7,97.4,97.6,97.9,97.9,98.1,98.3,98.1,98.1,98.0,98.3,98.0,98.0,99.3,99.3,99.4,99.6,99.3,99.8,99.5,99.3,99.0,99.1,99.0,99.5,99.6,99.6,99.7,99.7,99.8,99.8,100.0,100.0,99.8,99.9,99.6,99.5,99.5,99.6,99.8,100.2,100.5,100.7,100.5,100.2,100.1,100.0,99.6,99.4,100.0,100.1,100.1,100.7,100.5,100.6,101.0,100.8,100.6,100.8,101.2,101.5,102.3,102.7,102.7,102.8,103.0,103.0,103.4,103.2,103.1,103.6,103.7,103.7,104.4,104.3,104.3,104.6,105.1,105.5,105.7,105.7,105.3,105.7,105.4,105.4,106.5,106.8,107.0,107.1,107.8,108.0,108.4,108.5,108.0,108.5,108.6,108.8,110.5,110.8,110.8,110.6,111.1,111.7,112.3,112.3,111.6,111.7,111.6,111.4,112.9,113.1,113.3,114.0,114.1,114.5,115.3,115.8,116.1,117.1,117.0,117.4,122.8,124.4,126.8,129.1,131.5,133.5,135.2,135.6,136.8,135.3,137.1,137.1,146.2,147.3,147.7,147.5,147.9,148.4,149.0,149.3,148.1,148.1,148.1,147.5,150.1,150.6,150.9,152.1,152.0,151.6,152.7,152.9,152.2,152.6,152.7,152.3,154.5,154.8
88.0,88.5,90.9,90.8,92.1,95.5,95.9,95.2,95.8,95.7,95.5,94.5,92.9,92.9,92.9,93.7,95.3,96.3,95.8,95.4,95.5,94.5,93.4,91.9,91.7,91.8,92.1,93.9,93.6,93.3,92.8,92.6,93.7,93.5,93.2,92.8,93.4,93.9,94.4,94.3,93.5,92.8,92.6,92.9,93.4,93.1,92.8,92.7,94.7,94.6,95.6,95.8,97.2,96.9,96.6,96.6,95.8,96.5,96.1,94.5,93.4,93.2,93.7,96.5,96.6,97.5,99.1,99.3,103.4,102.7,100.7,98.3,98.0,98.3,98.0,99.6,100.9,100.9,101.6,102.0,100.8,98.8,97.8,97.6,97.0,96.3,97.4,98.7,100.1,100.6,100.9,100.9,100.5,100.5,101.6,102.2,103.7,103.3,103.4,103.4,104.7,105.4,105.1,103.9,103.2,99.9,96.1,93.0,92.6,93.9,94.4,95.5,96.1,97.7,97.8,97.7,97.1,96.5,97.2,96.7,98.2,97.5,98.3,99.3,99.7,99.7,99.5,98.7,98.2,97.9,97.9,99.4,100.2,100.2,100.9,101.3,101.5,101.3,101.3,101.5,101.5,101.7,101.9,102.1,103.9,104.3,105.0,105.5,104.9,103.9,103.5,104.7,105.4,104.7,103.4,102.5,102.9,103.8,104.2,103.8,103.3,103.7,104.2,104.3,104.2,103.4,103.1,103.7,104.1,104.2,103.9,104.0,104.2,104.6,105.1,105.3,104.8,104.7,103.8,102.5,99.5,98.2,99.7,100.3,101.2,101.6,101.8,101.4,100.2,99.4,98.6,98.2,97.0,96.0,96.0,97.0,98.0,99.2,99.2,98.4,98.6,99.2,99.5,100.5,101.8,102.2,102.1,102.3,101.9,101.4,101.1,101.0,101.6,101.7,102.2,102.6,102.8,103.3,103.2,103.8,104.9,106.4,106.7,106.2,105.0,105.2,105.3,104.2,103.8,103.6,104.1,105.6,105.8,106.0,105.9,105.9,105.6,105.7,105.4,105.7,106.4,106.5,104.4,101.6,101.8,103.2,105.1,105.6,105.4,106.0,105.9,106.1,106.9,107.9,110.0,111.2,112.0,112.8,114.4,115.2,116.2,119.1,121.5,122.0,123.4,125.3,134.7,136.0,138.2,140.7,141.6,137.9,136.5,139.4,138.0,133.4,132.9,134.2,133.6,133.4,131.8,132.2,133.2,135.5,136.8,136.3,134.8,133.3,133.6,135.8,138.4,139.7,139.0,137.3,138.1,136.8,134.3,134.6,135.0,135.2,136.4,136.9
